sentence_id,sentence,aspect,category,polarity
1053:0,رائع ببساطة !!  أحد أفضل الأماكن التي أقمت فيها على الإطلاق.,NULL,LOCATION,positive
1053:0,رائع ببساطة !!  أحد أفضل الأماكن التي أقمت فيها على الإطلاق.,NULL,HOTEL,positive
1053:1,لقد أضافت الإقامة في جوهانسونز إلى الرحلة سعادة حقيقية .,الإقامة,HOTEL,positive
1053:2,سواء كان المطعم أو الطعام أو الموسيقى ، يمكن للمرء أن يكون مطمئنًا جدًا للجودة,الطعام,FOOD_DRINKS,positive
1053:2,سواء كان المطعم أو الطعام أو الموسيقى ، يمكن للمرء أن يكون مطمئنًا جدًا للجودة,الموسيقى,HOTEL,positive
1053:3,أرفع القبعة للدي جي للحفلة الصاخبة الرائعة,للحفلة الصاخبة,HOTEL,positive
1053:4,وأرفع القبعة كذلك للطهاة على سمك السلمون المرقط اللذيذ الذي قدموه!,NULL,FOOD_DRINKS,positive
1053:5,يُنصح به بشدة لجميع أنواع المسافرين.,NULL,HOTEL,positive
128:0,رائع كنوكورد السلام من اجمل المنتجعات في شرم لوجوده بجوار المطار وبه خدمات جميله وملاعب وتزحلق وخيل وتنس و حمامات سباحه كبيرة ومتعددة وبه مطاعم وكان يفضل ان يعملوا نظام all inclusive للمصرين ولكن من افضل الاماكن المحببه الى قلبى في شرم الشيح,المطار,LOCATION,positive
128:0,رائع كنوكورد السلام من اجمل المنتجعات في شرم لوجوده بجوار المطار وبه خدمات جميله وملاعب وتزحلق وخيل وتنس و حمامات سباحه كبيرة ومتعددة وبه مطاعم وكان يفضل ان يعملوا نظام all inclusive للمصرين ولكن من افضل الاماكن المحببه الى قلبى في شرم الشيح,خدمات,SERVICE,positive
610:0,"فندق متوسط الخدمة اعجبني كثيرا الموقع , جودة الخدمة و النظافة متوسطة , متناسبة مع الثمن بصراحة اختيار مناسب لذوي الميزانية المتوسطة لقضاء مدة طويلة دون تكلفة عالية الغرف و الاثات في حاجة الى بعض التجديد بعض الضجيج بسبب العلب الليلية و عدم وجود سياج يحيط بالفندق و مع ذلك امضبت اسبوعا جميلا في الفندق",فندق,SERVICE,neutral
610:0,"فندق متوسط الخدمة اعجبني كثيرا الموقع , جودة الخدمة و النظافة متوسطة , متناسبة مع الثمن بصراحة اختيار مناسب لذوي الميزانية المتوسطة لقضاء مدة طويلة دون تكلفة عالية الغرف و الاثات في حاجة الى بعض التجديد بعض الضجيج بسبب العلب الليلية و عدم وجود سياج يحيط بالفندق و مع ذلك امضبت اسبوعا جميلا في الفندق",الخدمة,SERVICE,positive
610:0,"فندق متوسط الخدمة اعجبني كثيرا الموقع , جودة الخدمة و النظافة متوسطة , متناسبة مع الثمن بصراحة اختيار مناسب لذوي الميزانية المتوسطة لقضاء مدة طويلة دون تكلفة عالية الغرف و الاثات في حاجة الى بعض التجديد بعض الضجيج بسبب العلب الليلية و عدم وجود سياج يحيط بالفندق و مع ذلك امضبت اسبوعا جميلا في الفندق",تكلفة,ROOMS,positive
1486:0,فندق جيد جدااااااااااا هذا الفندق جيد جدا وقضيت فيه شهر العسل واستمتعنا بوقتنا هناك وكان الأكل ممتاز وطاقم العمل فى قمة الأحترام والتعاون ولكن عند محاولة تجديد المده كان الرد انه لابد وان نحجز من شركة السياحة التى حجزنا بها ولا نستطيع التجديد عن طريق الفندق بشكل مباشر غير ذلك كانت الرحلة جميلة جداااااااااااا وشهر عسل روعة من اجمل ايام حياتى شكر خاص لكل العاملين بالفندق,فندق,HOTEL,positive
1486:0,فندق جيد جدااااااااااا هذا الفندق جيد جدا وقضيت فيه شهر العسل واستمتعنا بوقتنا هناك وكان الأكل ممتاز وطاقم العمل فى قمة الأحترام والتعاون ولكن عند محاولة تجديد المده كان الرد انه لابد وان نحجز من شركة السياحة التى حجزنا بها ولا نستطيع التجديد عن طريق الفندق بشكل مباشر غير ذلك كانت الرحلة جميلة جداااااااااااا وشهر عسل روعة من اجمل ايام حياتى شكر خاص لكل العاملين بالفندق,الفندق,HOTEL,positive
1486:0,فندق جيد جدااااااااااا هذا الفندق جيد جدا وقضيت فيه شهر العسل واستمتعنا بوقتنا هناك وكان الأكل ممتاز وطاقم العمل فى قمة الأحترام والتعاون ولكن عند محاولة تجديد المده كان الرد انه لابد وان نحجز من شركة السياحة التى حجزنا بها ولا نستطيع التجديد عن طريق الفندق بشكل مباشر غير ذلك كانت الرحلة جميلة جداااااااااااا وشهر عسل روعة من اجمل ايام حياتى شكر خاص لكل العاملين بالفندق,الأكل,FOOD_DRINKS,positive
1486:0,فندق جيد جدااااااااااا هذا الفندق جيد جدا وقضيت فيه شهر العسل واستمتعنا بوقتنا هناك وكان الأكل ممتاز وطاقم العمل فى قمة الأحترام والتعاون ولكن عند محاولة تجديد المده كان الرد انه لابد وان نحجز من شركة السياحة التى حجزنا بها ولا نستطيع التجديد عن طريق الفندق بشكل مباشر غير ذلك كانت الرحلة جميلة جداااااااااااا وشهر عسل روعة من اجمل ايام حياتى شكر خاص لكل العاملين بالفندق,طاقم العمل,SERVICE,positive
2235:0,خدمات الفندق مُريعة.,خدمات الفندق,SERVICE,negative
2235:1,لقد قدموا لي خدمةً سيئة. تسجيلُ المغادرة في الفنادق الأخرى يكون عند الساعة 3:00 مساءً ولكن هنا يجب أن يكون في الساعة 12:00 ظهراً.,خدمةً,SERVICE,negative
2235:2,لا يعطونك زجاجات مياهٍ وأنبهكم بأنّه ليس من المفترض بكم أن تشربوا مياههم. عليك أن تشتري مياهك من المتجر.,زجاجات مياهٍ,FOOD_DRINKS,negative
2235:4,كان طعام البوفيه مريعاً وقد مرضنا.,طعام البوفيه,FOOD_DRINKS,negative
2235:5,معظمُ الموظفين كانوا وقحين. كان العرضُ سيئاً جداً (عُرِضَ الفيديو على جهاز عرض البيانات) .,الموظفين,SERVICE,negative
2235:5,معظمُ الموظفين كانوا وقحين. كان العرضُ سيئاً جداً (عُرِضَ الفيديو على جهاز عرض البيانات) .,العرضُ,HOTEL,negative
386:0,"استمتعت من خلال إقامتي بالفندق , ولكن هناك ملاحظتين فقط ستائر الغرفة لاتحجب ضوء الشمس أزعجني هذا الأمر) (المفروض توضع ستائر اسمك حجماً من الموجودة لكي تحجب ضوء الشمس ونرتاح",NULL,SERVICE,negative
386:1,المصاعد بطيئة يرجى الإسراع في حل المشكلة أوجه شكري لخدمة تنظيف الغرف في الطابق 21 رقم غرفتي 2130 مميزين فعلاً,خدمة,SERVICE,positive
387:0,أسوأ الأسوأ أهلاً بكم في أسوأ شقق فندقية في العالم. حيث تنتهي الرفاهية و تبدأ الحياة المثيرة للشفقة. هذا الفندق هو أسوأ ما رأيت في حياتي على الإطلاق! حتى أنهم لا يقدمون الماء للغرف.,شقق فندقية,HOTEL,negative
387:0,أسوأ الأسوأ أهلاً بكم في أسوأ شقق فندقية في العالم. حيث تنتهي الرفاهية و تبدأ الحياة المثيرة للشفقة. هذا الفندق هو أسوأ ما رأيت في حياتي على الإطلاق! حتى أنهم لا يقدمون الماء للغرف.,الفندق,HOTEL,negative
387:1,الإنترنت اللاسلكي (الواي فاي) سيئ و العاملون لا يعرفون أي شيء! حسناً، إحجز في هذا الفندق على مسئوليتك الشخصية!,العاملون,SERVICE,negative
1122:0,فندق جيد حقاً بقينا هنا في إجازة نصف السنة الدراسية و في عطلة عائلية مستخدمين حزمة نادي ريجنسي، فندق جيد حقاً والخدمة جيدة.,فندق,HOTEL,neutral
1122:0,فندق جيد حقاً بقينا هنا في إجازة نصف السنة الدراسية و في عطلة عائلية مستخدمين حزمة نادي ريجنسي، فندق جيد حقاً والخدمة جيدة.,فندق,HOTEL,neutral
1122:0,فندق جيد حقاً بقينا هنا في إجازة نصف السنة الدراسية و في عطلة عائلية مستخدمين حزمة نادي ريجنسي، فندق جيد حقاً والخدمة جيدة.,الخدمة,SERVICE,neutral
1122:1,طاقم العاملين ودودون و الطعام رائع. كان أصدقاؤنا يقيمون في فندق آخر و جاؤوا لرؤيتنا وتمنوا لو أنهم أقاموا في فندقنا حيث الفندق ذو الخمس نجوم بحق بدلاً من الفنادق التي تدعي أنها ذو خمس نجوم و هي بالواقع ذات ثلاث نجوم. أحسنتم سوف نأتي هنا مجدداً.,طاقم العاملين,SERVICE,positive
1122:1,طاقم العاملين ودودون و الطعام رائع. كان أصدقاؤنا يقيمون في فندق آخر و جاؤوا لرؤيتنا وتمنوا لو أنهم أقاموا في فندقنا حيث الفندق ذو الخمس نجوم بحق بدلاً من الفنادق التي تدعي أنها ذو خمس نجوم و هي بالواقع ذات ثلاث نجوم. أحسنتم سوف نأتي هنا مجدداً.,الطعام,FOOD_DRINKS,positive
25:0,حياة المدينة الفندق جداً ممتاز ونظيف وموقعة جداً خطير يقع امام محطة المترام جوهانة والمنطقة هادئة وطاقم العمل خدوم جداً,الفندق,HOTEL,positive
25:0,حياة المدينة الفندق جداً ممتاز ونظيف وموقعة جداً خطير يقع امام محطة المترام جوهانة والمنطقة هادئة وطاقم العمل خدوم جداً,موقعة,LOCATION,negative
25:0,حياة المدينة الفندق جداً ممتاز ونظيف وموقعة جداً خطير يقع امام محطة المترام جوهانة والمنطقة هادئة وطاقم العمل خدوم جداً,المنطقة,LOCATION,positive
25:0,حياة المدينة الفندق جداً ممتاز ونظيف وموقعة جداً خطير يقع امام محطة المترام جوهانة والمنطقة هادئة وطاقم العمل خدوم جداً,طاقم العمل,SERVICE,positive
25:1,وأخص بالذكر ارهن رجل جداً عسل الفطور كان فطور إنجليزي يوجد مطعم تابع للفندق أكله جميل واتمني ان أزوره في المرة القادمة,فطور,FOOD_DRINKS,positive
307:0,منتجع شورز امفوراس من أجمل المنتجعات بشرم الشيخ ولكن يحتاج إلى بعض التجديدات فى الشاليهات الخاصة بالتأمين شير انما الخدمات أكثر من ممتازه وجميع العاملين ملتزمين,الخدمات,SERVICE,positive
307:0,منتجع شورز امفوراس من أجمل المنتجعات بشرم الشيخ ولكن يحتاج إلى بعض التجديدات فى الشاليهات الخاصة بالتأمين شير انما الخدمات أكثر من ممتازه وجميع العاملين ملتزمين,العاملين,SERVICE,positive
307:1,أحسن خدمه للعميل كما انه يمتاز بوجود شاطئ خاص على محميه طبيعيه من اجمل المحميات وان الاقامه به تعتبر اجمل أقامه بشرم الشيخ,خدمه,SERVICE,positive
1154:0,موقع ممتاز وخدمة رائعة موظفين الفندق ذو تعامل مهني ولطيف جدا موظف الاستقبال كان يقول لي كلمات مرحبا وشكرا بالعربية مع انه الماني وتعامله رائع,موقع,LOCATION,positive
1154:0,موقع ممتاز وخدمة رائعة موظفين الفندق ذو تعامل مهني ولطيف جدا موظف الاستقبال كان يقول لي كلمات مرحبا وشكرا بالعربية مع انه الماني وتعامله رائع,خدمة,SERVICE,positive
1154:0,موقع ممتاز وخدمة رائعة موظفين الفندق ذو تعامل مهني ولطيف جدا موظف الاستقبال كان يقول لي كلمات مرحبا وشكرا بالعربية مع انه الماني وتعامله رائع,موظفين,SERVICE,positive
1154:0,موقع ممتاز وخدمة رائعة موظفين الفندق ذو تعامل مهني ولطيف جدا موظف الاستقبال كان يقول لي كلمات مرحبا وشكرا بالعربية مع انه الماني وتعامله رائع,موظف الاستقبال,SERVICE,positive
1154:1,قريب من شارع كدام الحيوي جدا وأمامه مباشرة مطعم فابيانو الإيطالي توقعت الجناح الذي حجزته سيكون أكبر مما كان على الواقع مقارنة بسعره ولكن عندما أخبرتهم بمرافقة الأطفال تم اضافة اشياء كثيرة للاطفال نالت اعجابهم وكانت ذو لمسة مرحة,شارع كدام,LOCATION,neutral
1154:1,قريب من شارع كدام الحيوي جدا وأمامه مباشرة مطعم فابيانو الإيطالي توقعت الجناح الذي حجزته سيكون أكبر مما كان على الواقع مقارنة بسعره ولكن عندما أخبرتهم بمرافقة الأطفال تم اضافة اشياء كثيرة للاطفال نالت اعجابهم وكانت ذو لمسة مرحة,الجناح,ROOMS,neutral
1154:1,قريب من شارع كدام الحيوي جدا وأمامه مباشرة مطعم فابيانو الإيطالي توقعت الجناح الذي حجزته سيكون أكبر مما كان على الواقع مقارنة بسعره ولكن عندما أخبرتهم بمرافقة الأطفال تم اضافة اشياء كثيرة للاطفال نالت اعجابهم وكانت ذو لمسة مرحة,سعر,HOTEL,neutral
1953:0,فندق بدون استقبال للذمة اني في البهو من نصف ساعة ولا يوجد احد في الاستقبال,استقبال,SERVICE,negative
1953:0,فندق بدون استقبال للذمة اني في البهو من نصف ساعة ولا يوجد احد في الاستقبال,الاستقبال,SERVICE,negative
1953:1,السعر مبالغ فيه، التعامل شبه سيء المدير لم يصحح الخطأ الذي وقع من الموظفين، يعني يعطيك إحساس انك ساكن عندهم مجاناً,السعر,HOTEL,negative
1953:1,السعر مبالغ فيه، التعامل شبه سيء المدير لم يصحح الخطأ الذي وقع من الموظفين، يعني يعطيك إحساس انك ساكن عندهم مجاناً,التعامل,SERVICE,negative
1953:1,السعر مبالغ فيه، التعامل شبه سيء المدير لم يصحح الخطأ الذي وقع من الموظفين، يعني يعطيك إحساس انك ساكن عندهم مجاناً,المدير,SERVICE,negative
1953:1,السعر مبالغ فيه، التعامل شبه سيء المدير لم يصحح الخطأ الذي وقع من الموظفين، يعني يعطيك إحساس انك ساكن عندهم مجاناً,الموظفين,SERVICE,negative
2091:0,سئ جدا انتظر...في أغلب الفنادق ذو 3 نجوم يكون الطاقم فظ ولص. فالطعام يشبه اكواب حديقة الحيوان القذة حيث النمل في الطعام والطاقم يصلح فقط ليرعى الأبل...فكل ذلك سئ جدا (لا يوجد الا الحدائق التي تكون جيدة جدا) غير موصى بذلك.,الطاقم,SERVICE,negative
2091:0,سئ جدا انتظر...في أغلب الفنادق ذو 3 نجوم يكون الطاقم فظ ولص. فالطعام يشبه اكواب حديقة الحيوان القذة حيث النمل في الطعام والطاقم يصلح فقط ليرعى الأبل...فكل ذلك سئ جدا (لا يوجد الا الحدائق التي تكون جيدة جدا) غير موصى بذلك.,فالطعام,FOOD_DRINKS,negative
2091:0,سئ جدا انتظر...في أغلب الفنادق ذو 3 نجوم يكون الطاقم فظ ولص. فالطعام يشبه اكواب حديقة الحيوان القذة حيث النمل في الطعام والطاقم يصلح فقط ليرعى الأبل...فكل ذلك سئ جدا (لا يوجد الا الحدائق التي تكون جيدة جدا) غير موصى بذلك.,الطاقم,SERVICE,negative
1395:0,لن تكون هناك مرة قادمة عدنا لتونا من عطلة في نيويورك إلى شرام، وكانت إقامتنا في الفندق سيئة للغاية، فأولاً لم تعمل الثلاجة وغيرناها مرتين حتى تم حل المشكلة (وحدث نفس الشيء مع أصدقائنا ولكنهم لم يستطيعوا الحصول على ثلاجة وأقاموا بدون ثلاجة). ولا توجد خدمة غرف! وحصلنا على الأكواب الخصة بنا من الاستقبال. الإفطار فقط كان جيدا، ووجدت نملة في الصوص خلال تناولي الغداء!,الفندق,HOTEL,negative
1395:0,لن تكون هناك مرة قادمة عدنا لتونا من عطلة في نيويورك إلى شرام، وكانت إقامتنا في الفندق سيئة للغاية، فأولاً لم تعمل الثلاجة وغيرناها مرتين حتى تم حل المشكلة (وحدث نفس الشيء مع أصدقائنا ولكنهم لم يستطيعوا الحصول على ثلاجة وأقاموا بدون ثلاجة). ولا توجد خدمة غرف! وحصلنا على الأكواب الخصة بنا من الاستقبال. الإفطار فقط كان جيدا، ووجدت نملة في الصوص خلال تناولي الغداء!,خدمة,SERVICE,negative
1395:0,لن تكون هناك مرة قادمة عدنا لتونا من عطلة في نيويورك إلى شرام، وكانت إقامتنا في الفندق سيئة للغاية، فأولاً لم تعمل الثلاجة وغيرناها مرتين حتى تم حل المشكلة (وحدث نفس الشيء مع أصدقائنا ولكنهم لم يستطيعوا الحصول على ثلاجة وأقاموا بدون ثلاجة). ولا توجد خدمة غرف! وحصلنا على الأكواب الخصة بنا من الاستقبال. الإفطار فقط كان جيدا، ووجدت نملة في الصوص خلال تناولي الغداء!,الإفطار,FOOD_DRINKS,positive
4:0,بجد الفندق فوق الممتاز انا حبيته اوى و اكيد هعيد زيارته قريب جدا انا عائلتي,الفندق,HOTEL,positive
4:1,خدمه ممتازة جدااااا,خدمه,SERVICE,positive
2276:0,بشع - تجنبه!  قضينا الليل بين الطائرات.,NULL,HOTEL,negative
2276:1,في البداية منحونا غرفة ممتلة بدخان السجائر من الغرفة المجاورة؟ (أنا عن نفسي مدخن، لذا لا أعاني من حساسية معينة).,غرفة,ROOMS,negative
2276:3,عرضوا علينا غرفة بجوار المطبخ (مفتوح طوال الليل - مزعج للغاية). وأخيرا غرفة لائقة (نظيفة).,غرفة,ROOMS,negative
2276:3,عرضوا علينا غرفة بجوار المطبخ (مفتوح طوال الليل - مزعج للغاية). وأخيرا غرفة لائقة (نظيفة).,غرفة,ROOMS,negative
2276:3,عرضوا علينا غرفة بجوار المطبخ (مفتوح طوال الليل - مزعج للغاية). وأخيرا غرفة لائقة (نظيفة).,NULL,ROOMS,positive
2276:3,عرضوا علينا غرفة بجوار المطبخ (مفتوح طوال الليل - مزعج للغاية). وأخيرا غرفة لائقة (نظيفة).,NULL,ROOMS,positive
2276:4,صواني قذرة بطول الممر وبقايا السجائر ملقاة في المخلفات... مقزز تماما.,صواني,HOTEL,negative
2276:6,طعام لزج وغير شهي.,طعام,FOOD_DRINKS,negative
2276:7,أناس يثيرون الضوضاء أثناء الدخول والخروج طوال الليل. تجنب كافة التكاليف!,NULL,HOTEL,negative
2276:7,أناس يثيرون الضوضاء أثناء الدخول والخروج طوال الليل. تجنب كافة التكاليف!,NULL,HOTEL,negative
2044:0,أكل سىء جدا,أكل,FOOD_DRINKS,negative
2044:2,والخدمة سيئة للغاية,الخدمة,SERVICE,negative
2044:3,رغم إرتفاع سعر الإقامة ..,سعر الإقامة,HOTEL,negative
2044:4,لا أنصح أحد بالحضور لهذا النزل أبدا ..,النزل,HOTEL,negative
2044:6,أعمال البناء جوار الغرف ..,الغرف,ROOMS,negative
2044:7,لا يوجد فوط أو بطاطين كافية .. رحلة سيئة بمعنى الكلمة,رحلة,HOTEL,negative
539:0,موقع جيد، لا تأخذ حقائب  أقمت لمدة ليلتين واستمتعت ببرشلونة، الفندق كان نظيفًا على الرغم من وجود بعض الضوضاء،,موقع,LOCATION,neutral
539:0,موقع جيد، لا تأخذ حقائب  أقمت لمدة ليلتين واستمتعت ببرشلونة، الفندق كان نظيفًا على الرغم من وجود بعض الضوضاء،,الفندق,HOTEL,positive
539:1,كانت الغرفة كبيرة بما فيه الكفاية ولا يوجد منظر من الغرفة، كان الإفطار كونتننتال غير مطبوخ،,الغرفة,ROOMS,positive
539:1,كانت الغرفة كبيرة بما فيه الكفاية ولا يوجد منظر من الغرفة، كان الإفطار كونتننتال غير مطبوخ،,الإفطار,FOOD_DRINKS,neutral
539:2,موظفو الفندق كانوا متعاونين والمنظر من على السطح جيد بالرغم من أنني لا أسميه مسبحًا على السطح.,موظفو الفندق,SERVICE,positive
539:2,موظفو الفندق كانوا متعاونين والمنظر من على السطح جيد بالرغم من أنني لا أسميه مسبحًا على السطح.,المنظر,LOCATION,neutral
2226:0,ليس للبشرة السوداء  كان مخيم وايلد بيست خياراً جيداً بالنسبة لي حتى أضعت كمبيوتري المحمول من المخيم وقد عوملت بكل أشكال العنجهية لأنني أسود. لم يصدقوا أيّ تفسير لي أبداً.,مخيم,HOTEL,positive
2226:0,ليس للبشرة السوداء  كان مخيم وايلد بيست خياراً جيداً بالنسبة لي حتى أضعت كمبيوتري المحمول من المخيم وقد عوملت بكل أشكال العنجهية لأنني أسود. لم يصدقوا أيّ تفسير لي أبداً.,NULL,SERVICE,negative
2226:1,وقد انتهى الأمر بي إلى مشاكل مع صاحب العمل بسبب ذلك الكمبيوتر المحمول. لن أوصي أي شخص أسود أن ياتي إلى هذا; إذا كنت مثلي، فابقَ بعيداً. اذهب إلى دار ضيافة ميتي مينغي في ويستلاندز، لن تندم أبداً على ذلك. آه وحتى بالنسبة لأصدقائي البيض، جربوا من فضلكم دار ضيافة ميتي مينغي.,صاحب العمل,SERVICE,negative
2226:1,وقد انتهى الأمر بي إلى مشاكل مع صاحب العمل بسبب ذلك الكمبيوتر المحمول. لن أوصي أي شخص أسود أن ياتي إلى هذا; إذا كنت مثلي، فابقَ بعيداً. اذهب إلى دار ضيافة ميتي مينغي في ويستلاندز، لن تندم أبداً على ذلك. آه وحتى بالنسبة لأصدقائي البيض، جربوا من فضلكم دار ضيافة ميتي مينغي.,NULL,SERVICE,negative
348:0,أروع فندق في الإسكندرية فندق آخر رائع من فنادق فور سيزنز وأروع فندق في الإسكندرية. إنه فندق حصري بحق ومعزول بشكل مثالي، مع قناة خاصة تحت الشارع للوصول إلى الشاطئ!,فندق,HOTEL,positive
348:0,أروع فندق في الإسكندرية فندق آخر رائع من فنادق فور سيزنز وأروع فندق في الإسكندرية. إنه فندق حصري بحق ومعزول بشكل مثالي، مع قناة خاصة تحت الشارع للوصول إلى الشاطئ!,فندق,HOTEL,positive
348:1,المطاعم جيدة للغاية. إذا كنت في الإسكندرية، فهذا هو المكان المناسب للإقامة. فلا مفاجآت سيئة هنا في فندق فور سيزنز. الخدمة جيدة.,الخدمة,SERVICE,neutral
1585:0,فندق سئ الخدمة والادارة الفندق يحتوى على مناظر طبيعية خلابة وغرف جميله جدا ولكن الخدمة سيئه جدا والعمال فى منتهى الفظاظة والوجبات غايه في الفقر وعدم التنوع الأكل,فندق,HOTEL,negative
1585:0,فندق سئ الخدمة والادارة الفندق يحتوى على مناظر طبيعية خلابة وغرف جميله جدا ولكن الخدمة سيئه جدا والعمال فى منتهى الفظاظة والوجبات غايه في الفقر وعدم التنوع الأكل,الخدمة,SERVICE,negative
1585:0,فندق سئ الخدمة والادارة الفندق يحتوى على مناظر طبيعية خلابة وغرف جميله جدا ولكن الخدمة سيئه جدا والعمال فى منتهى الفظاظة والوجبات غايه في الفقر وعدم التنوع الأكل,الفندق,HOTEL,positive
1585:0,فندق سئ الخدمة والادارة الفندق يحتوى على مناظر طبيعية خلابة وغرف جميله جدا ولكن الخدمة سيئه جدا والعمال فى منتهى الفظاظة والوجبات غايه في الفقر وعدم التنوع الأكل,غرف,ROOMS,positive
1585:0,فندق سئ الخدمة والادارة الفندق يحتوى على مناظر طبيعية خلابة وغرف جميله جدا ولكن الخدمة سيئه جدا والعمال فى منتهى الفظاظة والوجبات غايه في الفقر وعدم التنوع الأكل,الخدمة,SERVICE,negative
1585:0,فندق سئ الخدمة والادارة الفندق يحتوى على مناظر طبيعية خلابة وغرف جميله جدا ولكن الخدمة سيئه جدا والعمال فى منتهى الفظاظة والوجبات غايه في الفقر وعدم التنوع الأكل,العمال,SERVICE,negative
1585:0,فندق سئ الخدمة والادارة الفندق يحتوى على مناظر طبيعية خلابة وغرف جميله جدا ولكن الخدمة سيئه جدا والعمال فى منتهى الفظاظة والوجبات غايه في الفقر وعدم التنوع الأكل,الوجبات,FOOD_DRINKS,negative
1585:0,فندق سئ الخدمة والادارة الفندق يحتوى على مناظر طبيعية خلابة وغرف جميله جدا ولكن الخدمة سيئه جدا والعمال فى منتهى الفظاظة والوجبات غايه في الفقر وعدم التنوع الأكل,الأكل,FOOD_DRINKS,negative
1585:1,والمشروبات سيئة جدا واى شئ فيه تميز يدفع له فلوس اضافيه وبطء لأجد له فى الطلبات لا توجد مياه بالقرية عائله كامله لها 3 زجاجات مياه باليوم عذااااااب,المشروبات,FOOD_DRINKS,negative
1022:0,تناولت وجبة الغداء في أسوأ مطعم فندقي في المدينة حجزت طاولة لشخصين لتناول وجبة الغداء اليوم. لم يكن هناك أحد بالمطعم عند وصولنا (لا يوجد ضيوف، ولا يوجد موظفين).,موظفين,SERVICE,negative
1022:1,جلسنا في أحد الطاولات، وانتظرنا لمدة 20 دقيقة حتى آتى النادل! كان كأسي متسخ، قاموا أولا بتقديم الطعام (مثير للاشمئزاز)، ثم، قدموا المشروبات. إذا كنت ستمر بأبو ظبي، لا تتوقف في هذا المكان.,النادل,SERVICE,negative
1022:1,جلسنا في أحد الطاولات، وانتظرنا لمدة 20 دقيقة حتى آتى النادل! كان كأسي متسخ، قاموا أولا بتقديم الطعام (مثير للاشمئزاز)، ثم، قدموا المشروبات. إذا كنت ستمر بأبو ظبي، لا تتوقف في هذا المكان.,الطعام,FOOD_DRINKS,negative
322:0,رأيي بأمانة إقامتي كانت ممتعة، ولكن، تفاجأت أنه بالرغم من كوني نزيل، فلم يسمح لي بمشاهدة التلفاز في البار أو المطعم بدون طلب طعام أو شراب. وجدت هذا الأمر غريب.,إقامتي,HOTEL,positive
322:1,الأمر الثاني، الواي فاي لم يكن في أفضل شكل له خلال إقامتي، وهذا اثر على وضع الاتصال السلس. موقع الفندق قريب بسهولة من محطة المترو.,الفندق,LOCATION,positive
122:0,مكان مقبول  المكان مقبول ويبدو حديثًا وعصريًا. الغرف مريحة.,مكان,LOCATION,neutral
122:0,مكان مقبول  المكان مقبول ويبدو حديثًا وعصريًا. الغرف مريحة.,المكان,LOCATION,neutral
122:0,مكان مقبول  المكان مقبول ويبدو حديثًا وعصريًا. الغرف مريحة.,الغرف,ROOMS,positive
122:1,كان فريق العمل على استعداد للمساعدة وودودًا، لكنه يفتقر إلى التدريب. عندما كان المطعم مزدحمًا، كان الطلب يستغرق وقتا طويلاً أكثر مما هو متوقع. بخلاف هذا، كانت الإقامة مريحة بالفعل.,فريق العمل,SERVICE,positive
64:0,فندق رائع وفخم من أجمل فنادق القاهرة فندق رائع وفخم من أجمل فنادق القاهرة أقمت في الفندق آخر شهر فبراير 2013,فندق,HOTEL,positive
64:0,فندق رائع وفخم من أجمل فنادق القاهرة فندق رائع وفخم من أجمل فنادق القاهرة أقمت في الفندق آخر شهر فبراير 2013,فندق,HOTEL,positive
64:1,غرف فخمه ورائعة من جميع النواحي حمام بتنسيق جميل جدا أعجبني جدا الجاكوزي وحمامات السباحة وجميع خدمات السبا فريق العمل كان ودود جدا,غرف,ROOMS,positive
64:1,غرف فخمه ورائعة من جميع النواحي حمام بتنسيق جميل جدا أعجبني جدا الجاكوزي وحمامات السباحة وجميع خدمات السبا فريق العمل كان ودود جدا,حمام,ROOMS,positive
64:1,غرف فخمه ورائعة من جميع النواحي حمام بتنسيق جميل جدا أعجبني جدا الجاكوزي وحمامات السباحة وجميع خدمات السبا فريق العمل كان ودود جدا,خدمات,SERVICE,positive
64:1,غرف فخمه ورائعة من جميع النواحي حمام بتنسيق جميل جدا أعجبني جدا الجاكوزي وحمامات السباحة وجميع خدمات السبا فريق العمل كان ودود جدا,فريق العمل,SERVICE,positive
717:0,الاقامه كانت مميزه,الاقامه,HOTEL,positive
717:1,والخدمه ممتازه والموظفين اتسموا بحسن اللباقه,الخدمه,SERVICE,positive
717:1,والخدمه ممتازه والموظفين اتسموا بحسن اللباقه,الموظفين,SERVICE,positive
717:2,والفطور كان ممتازا,الفطور,FOOD_DRINKS,positive
2173:0,الفندق لا بأس به، لكن لا تثق في الموظفين، فهم ليسوا أمناء ويحاولون النصب على المسافر.,الفندق,HOTEL,neutral
2173:0,الفندق لا بأس به، لكن لا تثق في الموظفين، فهم ليسوا أمناء ويحاولون النصب على المسافر.,الموظفين,SERVICE,negative
2173:1,لقد حاولنا أن نحجز أحد العروض من خلال الفندق واكتشفنا أنهم كانوا يزيدون علينا في السعر في كل شيء بداية من المواصلات إلى حجوزات المطاعم ووصولًا إلى العرض. ويبدؤون بعرض سعر ما علينا، ثم يقومون بإضافة رسوم عليه بعد أن نوافق على أحد الأسعار.,السعر,HOTEL,negative
